sci_data_set_name,sci_targname,sci_broad_category,sci_ra,sci_dec,sci_refnum,sci_start_time,sci_stop_time,sci_actual_duration,sci_instrume,sci_aper_1234,sci_spec_1234,sci_central_wavelength,sci_pep_id,sci_pi_last_name,sci_release_date,sci_galactic_latitude,sci_preview_name,scp_scan_type,sci_hlsp
OE2B25040,TESS-SN,STAR,189.1386083333,11.23167777778,1,2020-04-17T19:07:31.700,2020-04-17T19:17:32.700,601,STIS  ,52X0.2,G230L,2376,15876,FOLEY,2020-10-18T01:51:17,73.722929,OE2B25040,,
OE2I02010,SWIFTJ1858.6-0814,STAR,284.6453883333,-8.237483333333,1,2019-08-06T03:17:19.897,2019-08-06T03:54:07.897,2208.199625,STIS  ,52X0.2,G230L,2376,15984,CASTRO SEGURA,2019-08-06T09:43:36,-5.323666,OE2I02010,,
OE4W01010,AT2020NXT,STAR,339.4009791667,35.00212777778,0,2020-07-19T15:25:47.917,2020-07-19T15:55:47.917,1800,STIS  ,52X0.2,G230L,2376,15834,FOX,2021-01-20T00:00:45,-20.282692,OE4W01010,,
OE4W04010,AT2020NXT,STAR,339.4009791667,35.00212777778,0,2020-07-28T15:34:50.923,2020-07-28T16:09:50.923,2100,STIS  ,52X0.2,G230L,2376,15834,FOX,2021-01-29T03:32:26,-20.282692,OE4W04010,,
OE4W05010,AT2020NXT,STAR,339.4009791667,35.00212777778,0,2020-07-28T17:10:04.907,2020-07-28T17:45:04.907,2100,STIS  ,52X0.2,G230L,2376,15834,FOX,2021-01-29T03:54:21,-20.282692,OE4W05010,,
OE4W06010,AT2020NXT,STAR,339.4009791667,35.00212777778,0,2020-07-28T18:45:17.900,2020-07-28T19:20:17.900,2100,STIS  ,52X0.2,G230L,2376,15834,FOX,2021-01-29T03:47:32,-20.282692,OE4W06010,,
OE5C52050,GRW+70D5824,STAR,204.7035499513,70.28530222501,0,2020-04-18T20:52:51.700,2020-04-18T20:58:29.703,338,STIS  ,52X2,G230L,2376,15750,CARLBERG,2020-04-19T13:18:21,46.31017,OE5C52050,,
OE5CL1050,GRW+70D5824,STAR,204.7036961227,70.28530543225,0,2019-11-10T07:09:04.100,2019-11-10T07:14:42.100,338,STIS  ,52X2,G230L,2376,15750,CARLBERG,2019-11-10T12:51:46,46.310154,OE5CL1050,,
OE5CL2050,GRW+70D5824,STAR,204.7035883106,70.28530306669,0,2020-03-07T17:33:24.557,2020-03-07T17:33:24.557,0,STIS  ,52X2,G230L,2376,15750,CARLBERG,2020-03-08T00:15:50,46.310166,,,
OE5CL3050,GRW+70D5824,STAR,204.7034939343,70.28530099588,0,2020-06-19T09:44:19.847,2020-06-19T09:49:57.847,338,STIS  ,52X2,G230L,2376,15750,CARLBERG,2020-06-19T15:01:52,46.310177,OE5CL3050,,
OE6901010,SAX-J1808.4-3658,STAR,272.11475,-36.97897222222,1,2019-08-28T21:47:31.897,2019-08-28T22:24:51.897,2240.196875,STIS  ,52X0.2,G230L,2376,15987,MIRAVAL ZANON,2019-08-29T03:26:59,-8.148253,OE6901010,,
OE7982010,2MASSJ04135234+1521538,STAR,63.46887794736,15.3648878643,0,2020-09-06T21:53:31.070,2020-09-06T21:53:31.070,0,STIS  ,52X2,G230L,2376,16012,AGUEROS,2021-03-07T04:33:35,-25.07367,,,
OE7B01010,GM-AUR,STAR,73.79576207537,30.36641324749,3,2019-12-03T11:28:02.350,2019-12-03T11:48:15.350,1213.19725,STIS  ,52X2,G230L,2376,16010,ROBINSON,2019-12-03T19:16:30,-8.1934,OE7B01010,,
OE7B03010,GM-AUR,STAR,73.79576207067,30.36641313943,3,2019-12-09T10:17:33.363,2019-12-09T10:37:46.363,1213.19975,STIS  ,52X2,G230L,2376,16010,ROBINSON,2019-12-09T16:45:24,-8.1934,OE7B03010,,
OE7B04010,GM-AUR,STAR,73.79576207301,30.36641319334,3,2019-12-06T11:02:15.380,2019-12-06T11:22:28.380,1213.199125,STIS  ,52X2,G230L,2376,16010,ROBINSON,2019-12-06T13:40:00,-8.1934,OE7B04010,,
OE7B05010,GM-AUR,STAR,73.79576207223,30.3664131753,3,2019-12-07T10:53:17.363,2019-12-07T11:13:30.363,1213.199375,STIS  ,52X2,G230L,2376,16010,ROBINSON,2019-12-07T21:40:54,-8.1934,OE7B05010,,
OE7B06010,GM-AUR,STAR,73.79576207146,30.36641315758,3,2019-12-08T10:18:20.373,2019-12-08T10:38:33.373,1213.199875,STIS  ,52X2,G230L,2376,16010,ROBINSON,2019-12-08T23:45:46,-8.1934,OE7B06010,,
OE7B07010,GM-AUR,STAR,73.79576206972,30.36641311756,3,2019-12-10T15:11:42.387,2019-12-10T15:31:55.387,1213.199,STIS  ,52X2,G230L,2376,16010,ROBINSON,2019-12-11T04:49:38,-8.1934,OE7B07010,,
OE8303020,BD-17-588B,STAR,45.46358881635,-16.59370997032,0,2020-02-24T21:21:31.563,2020-02-24T21:25:41.563,250.0195,STIS  ,52X0.2,G230L,2376,16033,FRONING,2020-02-25T04:20:08,-58.074445,OE8303020,,
OE83H3020,BD-17-588B,STAR,45.46361935531,-16.59370718045,0,2020-06-17T10:13:11.847,2020-06-17T10:17:21.847,250.019625,STIS  ,52X0.2,G230L,2376,16033,FRONING,2020-06-17T13:54:00,-58.074417,OE83H3020,,
OE8H01010,PSR-J1023+0038,STAR,155.9486833333,0.644725,1,2021-06-04T00:09:07.593,2021-06-04T00:43:27.593,2060.199,STIS  ,52X0.2,G230L,2376,16061,CAMPANA,2021-12-04T14:56:15,45.782269,OE8H01010,,
OE8H01020,PSR-J1023+0038,STAR,155.9486833333,0.644725,1,2021-06-04T01:35:28.587,2021-06-04T02:20:18.587,2690.198875,STIS  ,52X0.2,G230L,2376,16061,CAMPANA,2021-12-04T14:56:33,45.782269,OE8H01020,,
OE9I1S010,CVSO-146,STAR,83.94168727377,-0.9645155184751,1,2020-12-09T20:25:08.277,2020-12-09T20:39:43.277,875.198875,STIS  ,52X2,G230L,2376,16113,ROMAN-DUVAL,2020-12-10T04:47:59,-17.228248,OE9I1S010,,
OE9I2S010,V-TX-ORI,STAR,84.64036901847,-2.737273708587,1,2020-12-01T01:08:22.260,2020-12-01T01:26:31.260,1089.198625,STIS  ,52X2,G230L,2376,16113,ROMAN-DUVAL,2020-12-01T04:52:04,-17.44049,OE9I2S010,,
OE9I3S010,V505-ORI,STAR,84.61357396887,-2.752701302594,1,2020-12-01T02:43:41.267,2020-12-01T03:00:08.267,987.19975,STIS  ,52X2,G230L,2376,16113,ROMAN-DUVAL,2020-12-01T04:52:04,-17.471356,OE9I3S010,,
OE9I4S010,V510-ORI,STAR,84.91595288123,-2.522742052158,1,2020-12-07T15:59:48.277,2020-12-07T16:14:09.277,861.197375,STIS  ,52X2,G230L,2376,16113,ROMAN-DUVAL,2020-12-08T00:04:15,-17.097101,OE9I4S010,,
OE9IDS010,V510-ORI,STAR,84.91595226672,-2.522741938101,1,2021-02-12T12:35:40.487,2021-02-12T12:50:01.487,861.199,STIS  ,52X2,G230L,2376,16113,ROMAN-DUVAL,2021-02-12T20:42:15,-17.097102,OE9IDS010,,
OE9J1S010,CVSO-107,STAR,83.10743137792,-0.6148294899339,3,2020-12-05T00:26:56.277,2020-12-05T00:39:29.277,753.199375,STIS  ,52X2,G230L,2376,16114,ROMAN-DUVAL,2020-12-05T04:39:20,-17.797128,OE9J1S010,,
OE9J2S010,CVSO-165,STAR,84.76072275785,-1.342350073502,3,2020-12-14T19:35:01.267,2020-12-14T19:50:38.267,937.199,STIS  ,52X2,G230L,2376,16114,ROMAN-DUVAL,2020-12-14T22:49:27,-16.683592,OE9J2S010,,
OE9J3S010,CVSO-58,STAR,82.34693442065,-1.420965649436,3,2020-12-01T23:22:14.260,2020-12-01T23:34:05.260,711.199625,STIS  ,52X2,G230L,2376,16114,ROMAN-DUVAL,2020-12-02T00:59:07,-18.848967,OE9J3S010,,
OE9J4S010,CVSO-90,STAR,82.8359639526,-0.8221850702975,3,2020-12-16T14:28:38.260,2020-12-16T14:43:27.260,889.1985,STIS  ,52X2,G230L,2376,16114,ROMAN-DUVAL,2020-12-16T17:48:34,-18.13451,OE9J4S010,,
OE9K1S020,CVSO-104,STAR,83.02660771382,-1.183367967584,2,2020-11-27T05:00:56.277,2020-11-27T05:13:30.277,754.199875,STIS  ,52X2,G230L,2376,16115,ROMAN-DUVAL,2020-11-27T12:24:02,-18.137946,OE9K1S020,,
OE9K2S010,CVSO-109,STAR,83.13613120729,-1.22945364333,2,2020-11-28T04:48:46.260,2020-11-28T05:06:09.260,1043.19975,STIS  ,52X2,G230L,2376,16115,ROMAN-DUVAL,2020-11-28T14:31:29,-18.063263,OE9K2S010,,
OE9K3S010,CVSO-17,STAR,80.76958249006,1.62081489209,2,2020-12-05T21:05:43.283,2020-12-05T21:16:30.283,647.199875,STIS  ,52X2,G230L,2376,16115,ROMAN-DUVAL,2020-12-06T02:28:15,-18.763254,OE9K3S010,,
OE9K4S010,CVSO-176,STAR,85.10064954011,-0.5226154283076,2,2020-11-29T20:32:30.260,2020-11-29T20:44:47.260,737.199125,STIS  ,52X2,G230L,2376,16115,ROMAN-DUVAL,2020-11-29T21:59:23,-15.998023,OE9K4S010,,
OE9K5S010,CVSO-36,STAR,81.45987764379,1.826957251411,2,2020-12-03T16:40:21.267,2020-12-03T16:52:22.267,721.199125,STIS  ,52X2,G230L,2376,16115,ROMAN-DUVAL,2020-12-03T23:25:41,-18.060921,OE9K5S010,,
OEBO1B010,WD1105-048,STAR,166.9994440351,-5.159966838628,0,2022-04-02T12:34:20.897,2022-04-02T12:47:20.897,780,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-10-02T14:57:29,49.166365,OEBO1B010,,
OEBO2B010,WD1911+536,STAR,288.2038145241,53.72122547778,0,2021-10-01T11:46:19.407,2021-10-01T12:02:59.407,1000,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-04-01T15:08:22,18.574685,OEBO2B010,,
OEBO3B010,WD0148+467,STAR,28.01240553651,47.00258785297,0,2021-08-07T18:44:48.243,2021-08-07T18:56:46.243,718,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-02-08T02:54:42,-14.615971,OEBO3B010,,
OEBO4B010,WD2149+021,STAR,328.1058303,2.386955591291,0,2021-10-02T16:44:25.423,2021-10-02T17:00:30.423,965,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-04-02T20:19:10,-37.768837,OEBO4B010,,
OEBO5B020,WD1544-377,STAR,236.8718251039,-37.92027445204,0,2021-10-03T11:38:21.423,2021-10-03T12:08:11.423,1790,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-04-03T17:10:16,12.985178,OEBO5B020,,
OEBO7B010,WD0227+050,STAR,37.56974552417,5.26392954665,0,2021-12-19T00:18:03.633,2021-12-19T00:34:23.633,980,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-06-19T08:14:50,-49.751684,OEBO7B010,,
OEBO8B010,WD2126+734,STAR,321.7413879984,73.64384967147,0,2021-10-02T11:08:49.423,2021-10-02T11:24:02.423,913,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-04-02T16:59:32,16.272573,OEBO8B010,,
OEBO9B010,WD1919+145,STAR,290.4181873409,14.67770746035,0,2021-10-06T14:16:35.407,2021-10-06T14:16:35.407,0,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2021-10-07T00:58:18,0.131075,,,
OEBOAB010,WD1713+695,STAR,258.2743975289,69.5216955273,0,2021-08-17T06:49:46.260,2021-08-17T06:49:46.260,0,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2021-08-17T12:28:14,33.82853,,,
OEBOBB010,WD0809+177,STAR,123.1580046191,17.61652791288,0,2022-02-21T08:24:20.807,2022-02-21T08:38:50.807,870,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-08-21T10:59:36,25.61164,OEBOBB010,,
OEBOCB010,WD1105-340,STAR,166.9498741686,-34.34925795843,0,2022-01-27T05:09:02.740,2022-01-27T05:19:02.740,600,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2022-07-27T16:13:30,23.806318,OEBOCB010,,
OEBOEB020,WD2117+539,STAR,319.733526475,54.21263131666,0,2021-10-06T11:33:35.407,2021-10-06T11:33:35.407,0,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2021-10-06T14:57:18,3.301664,,,
OEBOZB010,WD1919+145,STAR,290.4181836489,14.67769497682,0,2022-08-23T19:51:34.313,2022-08-23T20:03:14.313,700,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2023-02-23T22:14:09,0.131072,,,
OEBOZC020,WD2117+539,STAR,319.733504443,54.21268618037,0,2022-08-27T14:43:03.387,2022-08-27T14:54:43.387,700,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2023-02-27T20:07:34,3.301712,,,
OEBOZD010,WD2039-682,STAR,311.092472617,-68.09070908604,0,2022-08-01T07:33:46.313,2022-08-01T07:51:20.313,1054,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2023-02-01T14:51:45,-35.460949,OEBOZD010,,
OEBOZE010,WD1713+695,STAR,258.2743726821,69.52161609115,0,2022-07-07T13:52:49.213,2022-07-07T14:07:59.213,910,STIS  ,52X2,G230L,2376,16249,TREMBLAY,2023-01-07T15:00:44,33.828556,OEBOZE010,,
OEBW01010,V-V1298-TAU,STAR,61.33166244643,20.15700665334,0,2020-11-07T06:44:57.197,2020-11-07T07:21:37.193,2200.1995,STIS  ,52X0.2,G230L,2376,16163,CAULEY,2021-05-07T17:39:04,-23.376972,OEBW01010,,
OEBY01010,PDS70,STAR,212.0420777313,-41.39807782381,1,2020-12-29T11:09:04.347,2020-12-29T11:48:38.357,2217,STIS  ,52X0.2,G230L,2376,16290,SKINNER,2021-06-29T19:31:29,19.208416,OEBY01010,,
OED602010,2MASS-J15345704-1418486,STAR,233.7315180198,-14.31565180607,0,2021-07-22T00:07:39.220,2021-07-22T00:40:14.220,1867.4615,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-01-22T09:06:27,32.638672,OED602010,,
OED604010,LHS-2021,STAR,127.6326832088,9.784813317057,0,2021-12-26T20:07:11.633,2021-12-26T20:39:26.633,1935.19875,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-06-27T00:16:54,26.42321,OED604010,,
OED604020,LHS-2021,STAR,127.6326831734,9.784813299443,0,2021-12-26T21:28:30.640,2021-12-26T22:13:55.640,2530.028875,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-06-27T00:13:51,26.42321,OED604020,,
OED606010,LP-412-31,STAR,50.25105184187,18.90478896269,0,2021-08-04T17:50:33.267,2021-08-04T18:23:15.267,1962.19925,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-02-05T01:34:08,-31.414108,OED606010,,
OED606020,LP-412-31,STAR,50.25105186135,18.90478895245,0,2021-08-04T19:12:58.260,2021-08-04T19:58:34.260,2736.199,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-02-05T01:34:09,-31.414108,OED606020,,
OED606030,LP-412-31,STAR,50.25105188386,18.9047889406,0,2021-08-04T20:48:20.243,2021-08-04T21:33:56.243,2736.19925,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-02-05T01:34:14,-31.414108,OED606030,,
OED610010,DENIS-J104814.6-395606,STAR,162.0514976726,-39.94109612969,0,2021-05-25T09:51:46.550,2021-05-25T10:25:33.550,2027.1995,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2021-11-25T16:02:18,17.057306,OED610010,,
OED610020,DENIS-J104814.6-395606,STAR,162.0514975955,-39.94109612174,0,2021-05-25T11:14:30.550,2021-05-25T12:00:50.550,2780.19775,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2021-11-25T16:02:17,17.057306,OED610020,,
OED612010,LP-666-9,STAR,133.3976081692,-3.493455642213,0,2021-03-03T22:22:42.473,2021-03-03T22:55:10.473,1948.1995,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2021-09-04T17:13:57,25.061301,OED612010,,
OED612020,LP-666-9,STAR,133.3976081205,-3.493455638022,0,2021-03-03T23:45:08.490,2021-03-04T00:30:30.490,2722.1995,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2021-09-04T17:14:22,25.0613,OED612020,,
OED612030,LP-666-9,STAR,133.3976080642,-3.493455633169,0,2021-03-04T01:20:29.480,2021-03-04T02:05:51.480,2722.1995,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2021-09-04T17:13:58,25.0613,OED612030,,
OED612040,LP-666-9,STAR,133.3976080079,-3.493455628309,0,2021-03-04T02:55:50.473,2021-03-04T03:41:12.473,2722.199,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2021-09-04T17:17:32,25.0613,OED612040,,
OED658010,VB-10,STAR,289.2363806391,5.142012417322,0,2022-03-24T16:20:49.920,2022-03-24T16:53:41.923,1972.1995,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-09-24T22:05:45,-3.301153,OED658010,,
OED658020,VB-10,STAR,289.236380625,5.142012380129,0,2022-03-24T17:42:44.897,2022-03-24T18:28:09.897,2725.199375,STIS  ,52X0.2,G230L,2376,16197,PINEDA,2022-09-24T22:05:44,-3.301153,OED658020,,
OEDA01060,HD102212,STAR,176.464748951,6.528274327705,0,2021-03-02T06:38:07.497,2021-03-02T06:41:07.497,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T17:29:08,64.172172,OEDA01060,,
OEDA01070,HD102212,STAR,176.4647393612,6.5282844332,0,2021-03-02T06:43:28.490,2021-03-02T06:46:28.487,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T16:21:50,64.172175,OEDA01070,,
OEDA01080,HD102212,STAR,176.4647297714,6.528294538821,0,2021-03-02T06:47:16.490,2021-03-02T06:50:16.487,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T16:21:15,64.172177,OEDA01080,,
OEDA01090,HD102212,STAR,176.4647201816,6.528304644441,0,2021-03-02T06:51:04.490,2021-03-02T06:54:04.487,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T16:21:19,64.17218,OEDA01090,,
OEDA010A0,HD102212,STAR,176.4647105919,6.52831475006,0,2021-03-02T06:54:52.490,2021-03-02T06:57:52.490,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T16:21:16,64.172183,OEDA010A0,,
OEDA010B0,HD102212,STAR,176.4647010021,6.52832485568,0,2021-03-02T06:58:40.490,2021-03-02T07:01:40.490,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T16:21:17,64.172186,OEDA010B0,,
OEDA010C0,HD102212,STAR,176.4646914123,6.5283349613,0,2021-03-02T07:02:28.490,2021-03-02T07:05:28.490,180,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-03-02T16:21:19,64.172188,OEDA010C0,,
OEDA02060,HD013520,STAR,33.30528218627,44.23157712793,0,2021-02-07T12:58:10.400,2021-02-07T13:03:10.400,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:19:52,-16.227414,OEDA02060,,
OEDA02070,HD013520,STAR,33.3053002248,44.23157204429,0,2021-02-07T13:05:31.427,2021-02-07T13:10:31.423,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:19:53,-16.227414,OEDA02070,,
OEDA02080,HD013520,STAR,33.30531826333,44.23156696068,0,2021-02-07T13:11:19.427,2021-02-07T13:16:19.427,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:19:58,-16.227415,OEDA02080,,
OEDA02090,HD013520,STAR,33.30533630187,44.23156187706,0,2021-02-07T13:17:07.427,2021-02-07T13:22:07.427,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:19:55,-16.227416,OEDA02090,,
OEDA020A0,HD013520,STAR,33.3053543404,44.23155679345,0,2021-02-07T13:22:55.427,2021-02-07T13:27:55.427,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:19:52,-16.227416,OEDA020A0,,
OEDA020B0,HD013520,STAR,33.30537237893,44.23155170983,0,2021-02-07T13:28:43.427,2021-02-07T13:33:43.427,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:20:14,-16.227417,OEDA020B0,,
OEDA020C0,HD013520,STAR,33.30539041746,44.2315466262,0,2021-02-07T13:34:31.427,2021-02-07T13:39:31.427,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-07T17:19:56,-16.227417,OEDA020C0,,
OEDA03060,BD+41D3306,STAR,289.7530501086,41.6308446742,0,2021-02-27T23:19:14.473,2021-02-27T23:24:14.473,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T10:59:22,12.890047,OEDA03060,,
OEDA03070,BD+41D3306,STAR,289.7530464366,41.63085828709,0,2021-02-27T23:26:35.497,2021-02-27T23:31:35.497,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T13:58:16,12.890055,OEDA03070,,
OEDA03080,BD+41D3306,STAR,289.7530427645,41.6308719004,0,2021-02-27T23:32:23.497,2021-02-27T23:37:23.497,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T10:59:24,12.890063,OEDA03080,,
OEDA03090,BD+41D3306,STAR,289.7530390923,41.6308855137,0,2021-02-27T23:38:11.497,2021-02-27T23:43:11.497,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T10:59:24,12.890071,OEDA03090,,
OEDA030A0,BD+41D3306,STAR,289.7530354201,41.63089912701,0,2021-02-27T23:43:59.497,2021-02-27T23:48:59.497,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T10:59:24,12.89008,OEDA030A0,,
OEDA030B0,BD+41D3306,STAR,289.753031748,41.63091274032,0,2021-02-27T23:49:47.497,2021-02-27T23:54:47.497,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T10:59:21,12.890088,OEDA030B0,,
OEDA030C0,BD+41D3306,STAR,289.7530280757,41.63092635362,0,2021-02-27T23:55:35.497,2021-02-28T00:00:35.497,300,STIS  ,52X0.2,G230L,2376,16188,WORTHEY,2021-02-28T10:59:23,12.890096,OEDA030C0,,
OEDF05010,UCAC3-49-21611,STAR,97.09533527626,-65.57836557451,0,2021-01-09T06:50:54.330,2021-01-09T07:32:06.330,2472.198375,STIS  ,52X0.2,G230L,2376,16207,ARNEY,2021-07-09T12:22:05,-26.881192,OEDF05010,,
OEDF05020,UCAC3-49-21611,STAR,97.09533526506,-65.57836556722,0,2021-01-09T08:16:10.330,2021-01-09T09:07:16.330,3066.199625,STIS  ,52X0.2,G230L,2376,16207,ARNEY,2021-07-09T12:22:02,-26.881192,OEDF05020,,
OEDF06010,UCAC3-49-21611,STAR,97.09533533871,-65.57836561517,0,2021-01-08T22:55:03.357,2021-01-08T23:36:15.357,2472.199125,STIS  ,52X0.2,G230L,2376,16207,ARNEY,2021-07-09T12:21:16,-26.881192,OEDF06010,,
OEDF06020,UCAC3-49-21611,STAR,97.09533532752,-65.57836560788,0,2021-01-09T00:20:20.347,2021-01-09T01:11:26.347,3066.198875,STIS  ,52X0.2,G230L,2376,16207,ARNEY,2021-07-09T12:21:35,-26.881192,OEDF06020,,
OEDF06030,UCAC3-49-21611,STAR,97.09533531502,-65.57836559975,0,2021-01-09T01:55:31.357,2021-01-09T02:33:02.357,2251.199375,STIS  ,52X0.2,G230L,2376,16207,ARNEY,2021-07-09T12:22:08,-26.881192,OEDF06030,,
OEFSL1040,GRW+70D5824,STAR,204.7033708384,70.28529829482,0,2020-11-01T15:03:39.210,2020-11-01T15:09:31.210,352,STIS  ,52X2,G230L,2376,16352,CARLBERG,2020-11-01T19:29:41,46.31019,OEFSL1040,,
OEFSL2040,GRW+70D5824,STAR,204.7032440898,70.28529551353,0,2021-03-20T20:43:17.400,2021-03-20T20:49:09.400,352,STIS  ,52X2,G230L,2376,16352,CARLBERG,2021-03-21T00:37:33,46.310204,OEFSL2040,,
OEFSL3040,GRW+70D5824,STAR,204.7030696849,70.28529168635,0,2021-09-28T10:48:54.417,2021-09-28T10:54:44.417,350,STIS  ,52X2,G230L,2376,16352,CARLBERG,2021-09-28T17:33:16,46.310223,OEFSL3040,,
OEHJ01010,GD71,STAR,88.11554715309,15.88598947854,0,2021-03-16T21:28:52.357,2021-03-16T21:38:12.357,560,STIS  ,52X2,G230L,2376,16436,BOHLIN,2021-03-17T02:36:33,-5.338373,OEHJ01010,,
OEHJ02010,GD153,STAR,194.2594383431,22.03009770238,0,2021-01-25T14:29:36.417,2021-01-25T14:39:01.417,565,STIS  ,52X2,G230L,2376,16436,BOHLIN,2021-01-25T19:23:04,84.745455,OEHJ02010,,
OEHK07020,SDSSJ151421.27+004752.8,STAR,228.5886610465,0.7978411175322,0,2021-08-03T17:30:54.260,2021-08-03T17:46:23.260,929,STIS  ,52X2,G230L,2376,16437,BOHLIN,2021-08-04T03:25:20,46.782491,OEHK07020,,
OEHK08020,SDSSJ151421.27+004752.8,STAR,228.5886614243,0.7978397959422,0,2021-09-15T18:00:28.307,2021-09-15T18:15:57.307,929,STIS  ,52X2,G230L,2376,16437,BOHLIN,2021-09-16T08:51:15,46.78249,OEHK08020,,
OEIK1S010,SZ71,STAR,236.6862719982,-34.51004954743,0,2021-05-05T11:58:30.447,2021-05-05T12:07:04.447,514.01725,STIS  ,52X2,G230L,2376,16476,ROMAN-DUVAL,2021-05-05T20:28:25,15.708594,OEIK1S010,,
OEIK2S010,SZ75,STAR,237.3003366001,-35.65154396315,0,2021-05-03T13:54:34.447,2021-05-03T14:03:08.447,514.01975,STIS  ,52X2,G230L,2376,16476,ROMAN-DUVAL,2021-05-03T14:50:05,14.510767,OEIK2S010,,
OEIK3S010,SZ77,STAR,237.9455674065,-35.94573152098,0,2021-05-07T17:59:11.520,2021-05-07T18:07:53.520,522.02,STIS  ,52X2,G230L,2376,16476,ROMAN-DUVAL,2021-05-09T21:09:48,13.947982,OEIK3S010,,
OEIL1S010,2MASSJ11432669-7804454,STAR,175.859945511,-78.07933578497,0,2021-06-12T16:54:16.587,2021-06-12T16:57:27.587,191.018875,STIS  ,52X2,G230L,2376,16481,ROMAN-DUVAL,2021-06-13T03:20:59,-15.685051,OEIL1S010,,
OEIL2S010,SZ10,STAR,165.7286249082,-77.36410326532,0,2021-05-01T14:16:14.447,2021-05-01T14:27:35.447,681.1995,STIS  ,52X2,G230L,2376,16481,ROMAN-DUVAL,2021-05-02T15:22:21,-15.763848,OEIL2S010,,
OEIL3S010,V-XX-CHA,STAR,167.9147484254,-76.33751113717,0,2021-05-29T00:58:58.550,2021-05-29T01:06:59.550,481.019125,STIS  ,52X2,G230L,2376,16481,ROMAN-DUVAL,2021-05-29T12:04:29,-14.623987,OEIL3S010,,
OEIM1S010,SZ66,STAR,234.8677493493,-34.77181907509,0,2021-05-24T10:11:36.533,2021-05-24T10:23:38.333,721.998375,STIS  ,52X0.2,G230L,2376,16477,ROMAN-DUVAL,2021-05-24T20:40:33,16.44907,OEIM1S010,,
OEIM2S010,SZ69,STAR,236.3224423409,-34.30799199802,0,2021-05-02T15:40:20.430,2021-05-02T15:49:26.030,545.6195,STIS  ,52X2,G230L,2376,16477,ROMAN-DUVAL,2021-05-03T04:46:53,16.055777,OEIM2S010,,
OEIM3S010,SZ72,STAR,236.9608513383,-35.47663813725,0,2021-05-04T12:08:55.440,2021-05-04T12:22:49.040,833.799375,STIS  ,52X2,G230L,2376,16477,ROMAN-DUVAL,2021-05-04T15:00:19,14.822186,OEIM3S010,,
